0.0000000000	-0.0000000000	0.2617993900	2.0943951000	0.0000000000	0.2503699862	-0.0152851632	0.0000000000	-0.0000000000	-0.0000000000
0.0010000000	0.0031415720	0.2586578200	2.0912535000	-0.0006396507	0.2500778002	-0.0159252746	0.0000000000	-0.0000000000	0.0031415720
0.0020000000	0.0062830199	0.2555163700	2.0881121000	-0.0012774278	0.2497816227	-0.0165644379	0.0000000000	-0.0000000000	0.0062830199
0.0030000000	0.0094242199	0.2523751700	2.0849709000	-0.0019132813	0.2494814616	-0.0172026299	0.0000000000	-0.0000000000	0.0094242199
0.0040000000	0.0125650480	0.2492343400	2.0818301000	-0.0025471617	0.2491773517	-0.0178398144	0.0000000000	-0.0000000000	0.0125650480
0.0050000000	0.0157053800	0.2460940100	2.0786897000	-0.0031790193	0.2488693025	-0.0184759686	0.0000000000	-0.0000000000	0.0157053800
0.0060000000	0.0188450910	0.2429543000	2.0755500000	-0.0038088056	0.2485573632	-0.0191110493	0.0000000000	-0.0000000000	0.0188450910
0.0070000000	0.0219840590	0.2398153300	2.0724110000	-0.0044364723	0.2482415451	-0.0197450354	0.0000000000	-0.0000000000	0.0219840590
0.0080000000	0.0251221590	0.2366772300	2.0692729000	-0.0050619713	0.2479218859	-0.0203778899	0.0000000000	-0.0000000000	0.0251221590
0.0090000000	0.0282592670	0.2335401200	2.0661358000	-0.0056852549	0.2475984112	-0.0210095848	0.0000000000	-0.0000000000	0.0282592670
0.0100000000	0.0313952600	0.2304041300	2.0629998000	-0.0063062763	0.2472711473	-0.0216400908	0.0000000000	-0.0000000000	0.0313952600
0.0110000000	0.0345300130	0.2272693700	2.0598651000	-0.0069249888	0.2469401346	-0.0222693743	0.0000000000	-0.0000000000	0.0345300130
0.0120000000	0.0376634030	0.2241359900	2.0567317000	-0.0075413460	0.2466053871	-0.0228974107	0.0000000000	-0.0000000000	0.0376634030
0.0130000000	0.0407953060	0.2210040800	2.0535998000	-0.0081553023	0.2462669475	-0.0235241695	0.0000000000	-0.0000000000	0.0407953060
0.0140000000	0.0439255980	0.2178737900	2.0504695000	-0.0087668124	0.2459248442	-0.0241496194	0.0000000000	-0.0000000000	0.0439255980
0.0150000000	0.0470541570	0.2147452300	2.0473409000	-0.0093758319	0.2455791075	-0.0247737346	0.0000000000	-0.0000000000	0.0470541570
0.0160000000	0.0501808570	0.2116185300	2.0442142000	-0.0099823164	0.2452297811	-0.0253964800	0.0000000000	-0.0000000000	0.0501808570
0.0170000000	0.0533055770	0.2084938100	2.0410895000	-0.0105862229	0.2448768964	-0.0260178289	0.0000000000	-0.0000000000	0.0533055770
0.0180000000	0.0564281920	0.2053712000	2.0379669000	-0.0111875075	0.2445204852	-0.0266377532	0.0000000000	-0.0000000000	0.0564281920
0.0190000000	0.0595485800	0.2022508100	2.0348465000	-0.0117861280	0.2441605807	-0.0272562278	0.0000000000	-0.0000000000	0.0595485800
