1         	     0.00000000	-5.5511151e-017	     0.26179939	      2.0943951	 -0.00075000000	     0.25037041	   -0.015296306
2         	   0.0010000000	   0.0031415720	     0.25865782	      2.0912535	  -0.0015356369	     0.25007562	   -0.015936448
3         	   0.0020000000	   0.0062830199	     0.25551637	      2.0881121	  -0.0023193854	     0.24977637	   -0.016575647
4         	   0.0030000000	   0.0094242199	     0.25237517	      2.0849709	  -0.0031011884	     0.24947269	   -0.017213871
5         	   0.0040000000	    0.012565048	     0.24923434	      2.0818301	  -0.0038809889	     0.24916459	   -0.017851090
6         	   0.0050000000	    0.015705380	     0.24609401	      2.0786897	  -0.0046587307	     0.24885211	   -0.018487272
7         	   0.0060000000	    0.018845091	     0.24295430	      2.0755500	  -0.0054343576	     0.24853527	   -0.019122386
8         	   0.0070000000	    0.021984059	     0.23981533	      2.0724110	  -0.0062078141	     0.24821410	   -0.019756402
9         	   0.0080000000	    0.025122159	     0.23667723	      2.0692729	  -0.0069790449	     0.24788863	   -0.020389290
10        	   0.0090000000	    0.028259267	     0.23354012	      2.0661358	  -0.0077479953	     0.24755889	   -0.021021018
11        	    0.010000000	    0.031395260	     0.23040413	      2.0629998	  -0.0085146112	     0.24722491	   -0.021651556
12        	    0.011000000	    0.034530013	     0.22726937	      2.0598651	  -0.0092788387	     0.24688672	   -0.022280876
13        	    0.012000000	    0.037663403	     0.22413599	      2.0567317	   -0.010040624	     0.24654435	   -0.022908946
14        	    0.013000000	    0.040795306	     0.22100408	      2.0535998	   -0.010799916	     0.24619783	   -0.023535737
15        	    0.014000000	    0.043925598	     0.21787379	      2.0504695	   -0.011556660	     0.24584720	   -0.024161220
16        	    0.015000000	    0.047054157	     0.21474523	      2.0473409	   -0.012310806	     0.24549249	   -0.024785365
17        	    0.016000000	    0.050180857	     0.21161853	      2.0442142	   -0.013062302	     0.24513373	   -0.025408144
18        	    0.017000000	    0.053305577	     0.20849381	      2.0410895	   -0.013811097	     0.24477097	   -0.026029528
19        	    0.018000000	    0.056428192	     0.20537120	      2.0379669	   -0.014557142	     0.24440424	   -0.026649488
20        	    0.019000000	    0.059548580	     0.20225081	      2.0348465	   -0.015300386	     0.24403358	   -0.027267995
21        	    0.020000000	    0.062666617	     0.19913277	      2.0317285	   -0.016040781	     0.24365901	   -0.027885022
